date,category,amount,payment_method,description,month,month_num,day_of_week,is_weekend,week_of_year,transaction_id,quarter,week_part,expense_size,is_essential,cumulative_monthly_spend,day_of_month,vs_monthly_avg
2024-08-19,Transportation,142,Cash,Uber ride,August,8,Monday,0,34,TXN1627,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,139126,19,-94.65
2024-08-19,Groceries,1834,Debit Card,Vegetable market,August,8,Monday,0,34,TXN1628,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,140960,19,-30.85
2024-08-20,Transportation,465,Debit Card,Bus ticket,August,8,Tuesday,0,34,TXN1630,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,141425,20,-82.47
2024-08-20,Entertainment,2397,Debit Card,Spotify premium,August,8,Tuesday,0,34,TXN1629,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,143822,20,-9.62
2024-08-21,Food & Dining,1040,UPI,Restaurant dinner,August,8,Wednesday,0,34,TXN1631,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,144862,21,-60.79
2024-08-21,Utilities,2915,Credit Card,Internet bill,August,8,Wednesday,0,34,TXN1632,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,147777,21,9.91
2024-08-21,Groceries,2337,UPI,BigBasket order,August,8,Wednesday,0,34,TXN1633,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,150114,21,-11.88
2024-08-21,Travel,14618,Credit Card,Hotel booking,August,8,Wednesday,0,34,TXN1634,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,164732,21,451.19
2024-08-22,Food & Dining,1682,UPI,Street food,August,8,Thursday,0,34,TXN1635,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,166414,22,-36.58
2024-08-22,Utilities,1477,UPI,Mobile recharge,August,8,Thursday,0,34,TXN1636,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,167891,22,-44.31
2024-08-22,Groceries,1482,UPI,Blinkit delivery,August,8,Thursday,0,34,TXN1637,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,169373,22,-44.12
2024-08-23,Food & Dining,690,UPI,Swiggy delivery,August,8,Friday,0,34,TXN1638,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,170063,23,-73.98
2024-08-23,Transportation,382,Credit Card,Bus ticket,August,8,Friday,0,34,TXN1639,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,170445,23,-85.6
2024-08-23,Travel,19524,Debit Card,Flight ticket,August,8,Friday,0,34,TXN1640,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,189969,23,636.18
2024-08-24,Food & Dining,856,Debit Card,Street food,August,8,Saturday,1,34,TXN1641,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,190825,24,-67.72
2024-08-24,Transportation,679,UPI,Petrol,August,8,Saturday,1,34,TXN1642,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,191504,24,-74.4
2024-08-25,Education,4939,Credit Card,Online certification,August,8,Sunday,1,34,TXN1644,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,196443,25,86.23
2024-08-25,Food & Dining,2097,Credit Card,Street food,August,8,Sunday,1,34,TXN1645,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,198540,25,-20.93
2024-08-25,Shopping,9378,UPI,Flipkart order,August,8,Sunday,1,34,TXN1643,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,207918,25,253.61
2024-08-27,Transportation,349,UPI,Uber ride,August,8,Tuesday,0,35,TXN1648,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,208267,27,-86.84
2024-08-27,Health,789,Debit Card,Gym membership,August,8,Tuesday,0,35,TXN1646,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,209056,27,-70.25
2024-08-27,Food & Dining,1115,Debit Card,Restaurant dinner,August,8,Tuesday,0,35,TXN1647,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,210171,27,-57.96
2024-08-28,Food & Dining,329,Credit Card,Zomato order,August,8,Wednesday,0,35,TXN1649,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,210500,28,-87.59
2024-08-28,Transportation,65,UPI,Auto rickshaw,August,8,Wednesday,0,35,TXN1650,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,210565,28,-97.55
2024-08-28,Health,640,Debit Card,Medicine,August,8,Wednesday,0,35,TXN1651,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,211205,28,-75.87
2024-08-29,Food & Dining,1404,Debit Card,Swiggy delivery,August,8,Thursday,0,35,TXN1652,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,212609,29,-47.06
2024-08-29,Transportation,157,UPI,Metro card recharge,August,8,Thursday,0,35,TXN1653,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,212766,29,-94.08
2024-08-30,Food & Dining,2277,UPI,Cafe coffee,August,8,Friday,0,35,TXN1654,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,215043,30,-14.14
2024-08-30,Shopping,943,Cash,Amazon purchase,August,8,Friday,0,35,TXN1655,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,215986,30,-64.44
2024-08-30,Utilities,1760,Credit Card,Water bill,August,8,Friday,0,35,TXN1656,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,217746,30,-33.64
2024-08-30,Groceries,1335,UPI,Blinkit delivery,August,8,Friday,0,35,TXN1657,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,219081,30,-49.66
2024-08-31,Food & Dining,953,Credit Card,Zomato order,August,8,Saturday,1,35,TXN1658,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,220034,31,-64.07
2024-08-31,Transportation,88,Credit Card,Ola cab,August,8,Saturday,1,35,TXN1659,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,220122,31,-96.68
2024-09-01,Food & Dining,1498,UPI,Lunch with friends,September,9,Sunday,1,35,TXN1660,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,1498,1,-26.36
2024-09-01,Shopping,8256,Credit Card,Myntra order,September,9,Sunday,1,35,TXN1661,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,9754,1,305.86
2024-09-02,Food & Dining,394,UPI,Street food,September,9,Monday,0,36,TXN1665,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,10148,2,-80.63
2024-09-02,Transportation,748,Cash,Auto rickshaw,September,9,Monday,0,36,TXN1664,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,10896,2,-63.23
2024-09-02,Health,2743,UPI,Pharmacy,September,9,Monday,0,36,TXN1663,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,13639,2,34.84
2024-09-02,Utilities,2323,Debit Card,Electricity bill,September,9,Monday,0,36,TXN1662,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,15962,2,14.2
2024-09-03,Food & Dining,571,Credit Card,Restaurant dinner,September,9,Tuesday,0,36,TXN1666,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,16533,3,-71.93
2024-09-03,Transportation,92,UPI,Metro card recharge,September,9,Tuesday,0,36,TXN1667,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,16625,3,-95.48
2024-09-03,Health,4354,Debit Card,Pharmacy,September,9,Tuesday,0,36,TXN1668,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,20979,3,114.04
2024-09-03,Groceries,4480,UPI,Blinkit delivery,September,9,Tuesday,0,36,TXN1669,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,25459,3,120.23
2024-09-04,Food & Dining,2319,UPI,Cafe coffee,September,9,Wednesday,0,36,TXN1670,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,27778,4,14.0
2024-09-04,Transportation,657,UPI,Bus ticket,September,9,Wednesday,0,36,TXN1671,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,28435,4,-67.7
2024-09-05,Food & Dining,1051,Debit Card,Street food,September,9,Thursday,0,36,TXN1672,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,29486,5,-48.33
2024-09-06,Transportation,220,UPI,Petrol,September,9,Friday,0,36,TXN1673,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,29706,6,-89.18
2024-09-07,Food & Dining,652,Debit Card,Restaurant dinner,September,9,Saturday,1,36,TXN1674,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,30358,7,-67.95
2024-09-07,Health,2102,Credit Card,Gym membership,September,9,Saturday,1,36,TXN1675,Q3 (Jul-Sep),Weekend,Large (2000-5000),Essential,32460,7,3.33
2024-09-08,Food & Dining,2249,Debit Card,Restaurant dinner,September,9,Sunday,1,36,TXN1676,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,34709,8,10.56
2024-09-08,Transportation,425,UPI,Auto rickshaw,September,9,Sunday,1,36,TXN1677,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,35134,8,-79.11
2024-09-10,Entertainment,2581,UPI,Gaming,September,9,Tuesday,0,37,TXN1680,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,37715,10,26.88
2024-09-10,Groceries,3039,Net Banking,Milk & dairy,September,9,Tuesday,0,37,TXN1678,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,40754,10,49.4
2024-09-10,Food & Dining,946,Net Banking,Swiggy delivery,September,9,Tuesday,0,37,TXN1679,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,41700,10,-53.5
2024-09-11,Food & Dining,443,UPI,Zomato order,September,9,Wednesday,0,37,TXN1681,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,42143,11,-78.22
2024-09-12,Food & Dining,1411,UPI,Zomato order,September,9,Thursday,0,37,TXN1682,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,43554,12,-30.64
2024-09-12,Transportation,551,UPI,Ola cab,September,9,Thursday,0,37,TXN1683,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,44105,12,-72.91
2024-09-12,Shopping,7845,Cash,Clothes shopping,September,9,Thursday,0,37,TXN1684,Q3 (Jul-Sep),Weekday,Very Large (5000+),Non-Essential,51950,12,285.66
2024-09-12,Entertainment,1119,Debit Card,Movie tickets,September,9,Thursday,0,37,TXN1685,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,53069,12,-44.99
2024-09-12,Groceries,2436,UPI,Vegetable market,September,9,Thursday,0,37,TXN1686,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,55505,12,19.75
2024-09-13,Food & Dining,1752,Credit Card,Lunch with friends,September,9,Friday,0,37,TXN1687,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,57257,13,-13.87
2024-09-13,Health,2455,Cash,Lab tests,September,9,Friday,0,37,TXN1688,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,59712,13,20.69
2024-09-13,Groceries,1441,Net Banking,Blinkit delivery,September,9,Friday,0,37,TXN1689,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,61153,13,-29.16
2024-09-14,Transportation,406,UPI,Uber ride,September,9,Saturday,1,37,TXN1692,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,61559,14,-80.04
2024-09-14,Education,1904,Cash,Coaching fees,September,9,Saturday,1,37,TXN1690,Q3 (Jul-Sep),Weekend,Medium (500-2000),Essential,63463,14,-6.4
2024-09-14,Food & Dining,2942,Credit Card,Swiggy delivery,September,9,Saturday,1,37,TXN1691,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,66405,14,44.63
2024-09-14,Groceries,1270,Credit Card,D-Mart shopping,September,9,Saturday,1,37,TXN1693,Q3 (Jul-Sep),Weekend,Medium (500-2000),Essential,67675,14,-37.57
2024-09-15,Food & Dining,2119,UPI,Street food,September,9,Sunday,1,37,TXN1695,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,69794,15,4.17
2024-09-15,Entertainment,996,UPI,Movie tickets,September,9,Sunday,1,37,TXN1694,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,70790,15,-51.04
2024-09-16,Food & Dining,343,Cash,Cafe coffee,September,9,Monday,0,38,TXN1696,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,71133,16,-83.14
2024-09-16,Transportation,228,Credit Card,Ola cab,September,9,Monday,0,38,TXN1697,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,71361,16,-88.79
2024-09-16,Shopping,4233,UPI,Home decor,September,9,Monday,0,38,TXN1698,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,75594,16,108.09
2024-09-17,Food & Dining,228,UPI,Lunch with friends,September,9,Tuesday,0,38,TXN1699,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,75822,17,-88.79
2024-09-17,Transportation,343,Credit Card,Metro card recharge,September,9,Tuesday,0,38,TXN1700,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,76165,17,-83.14
2024-09-17,Utilities,950,UPI,Gas cylinder,September,9,Tuesday,0,38,TXN1701,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,77115,17,-53.3
2024-09-18,Food & Dining,2262,Debit Card,Swiggy delivery,September,9,Wednesday,0,38,TXN1707,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,79377,18,11.2
2024-09-18,Transportation,457,Credit Card,Petrol,September,9,Wednesday,0,38,TXN1706,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,79834,18,-77.53
2024-09-18,Groceries,2464,UPI,Vegetable market,September,9,Wednesday,0,38,TXN1705,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,82298,18,21.13
2024-09-18,Shopping,2014,Credit Card,Amazon purchase,September,9,Wednesday,0,38,TXN1708,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,84312,18,-0.99
2024-09-18,Health,4217,UPI,Doctor consultation,September,9,Wednesday,0,38,TXN1703,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,88529,18,107.31
2024-09-18,Education,6649,Cash,Online certification,September,9,Wednesday,0,38,TXN1702,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,95178,18,226.86
2024-09-18,Entertainment,2259,Net Banking,Gaming,September,9,Wednesday,0,38,TXN1704,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,97437,18,11.05
2024-09-19,Food & Dining,667,Credit Card,Cafe coffee,September,9,Thursday,0,38,TXN1711,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,98104,19,-67.21
2024-09-19,Transportation,372,Net Banking,Bus ticket,September,9,Thursday,0,38,TXN1710,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,98476,19,-81.71
2024-09-19,Utilities,1641,Credit Card,Internet bill,September,9,Thursday,0,38,TXN1709,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,100117,19,-19.33
2024-09-20,Transportation,163,Credit Card,Metro card recharge,September,9,Friday,0,38,TXN1712,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,100280,20,-91.99
2024-09-21,Food & Dining,3159,UPI,Cafe coffee,September,9,Saturday,1,38,TXN1713,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,103439,21,55.29
2024-09-21,Transportation,589,Debit Card,Auto rickshaw,September,9,Saturday,1,38,TXN1714,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,104028,21,-71.05
2024-09-21,Shopping,11377,UPI,Clothes shopping,September,9,Saturday,1,38,TXN1715,Q3 (Jul-Sep),Weekend,Very Large (5000+),Non-Essential,115405,21,459.29
2024-09-22,Transportation,488,Cash,Auto rickshaw,September,9,Sunday,1,38,TXN1716,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,115893,22,-76.01
2024-09-22,Entertainment,3102,UPI,Spotify premium,September,9,Sunday,1,38,TXN1717,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,118995,22,52.49
2024-09-23,Food & Dining,2082,Credit Card,Swiggy delivery,September,9,Monday,0,39,TXN1718,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,121077,23,2.35
2024-09-23,Transportation,352,UPI,Uber ride,September,9,Monday,0,39,TXN1719,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,121429,23,-82.7
2024-09-23,Entertainment,2594,UPI,Netflix subscription,September,9,Monday,0,39,TXN1720,Q3 (Jul-Sep),Weekday,Large (2000-5000),Non-Essential,124023,23,27.52
2024-09-23,Groceries,4248,UPI,D-Mart shopping,September,9,Monday,0,39,TXN1721,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,128271,23,108.83
2024-09-24,Food & Dining,227,Credit Card,Zomato order,September,9,Tuesday,0,39,TXN1726,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,128498,24,-88.84
2024-09-24,Transportation,346,Credit Card,Ola cab,September,9,Tuesday,0,39,TXN1725,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,128844,24,-82.99
2024-09-24,Shopping,1401,UPI,Myntra order,September,9,Tuesday,0,39,TXN1727,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,130245,24,-31.13
2024-09-24,Entertainment,970,UPI,Spotify premium,September,9,Tuesday,0,39,TXN1723,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,131215,24,-52.32
2024-09-24,Health,4541,Debit Card,Lab tests,September,9,Tuesday,0,39,TXN1722,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,135756,24,123.23
2024-09-24,Groceries,3476,Credit Card,Milk & dairy,September,9,Tuesday,0,39,TXN1724,Q3 (Jul-Sep),Weekday,Large (2000-5000),Essential,139232,24,70.88
2024-09-25,Transportation,772,Credit Card,Bus ticket,September,9,Wednesday,0,39,TXN1728,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,140004,25,-62.05
2024-09-26,Food & Dining,1857,UPI,Zomato order,September,9,Thursday,0,39,TXN1729,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,141861,26,-8.71
2024-09-26,Transportation,600,Debit Card,Uber ride,September,9,Thursday,0,39,TXN1730,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,142461,26,-70.5
2024-09-26,Rent,12000,Credit Card,Monthly rent,September,9,Thursday,0,39,TXN1731,Q3 (Jul-Sep),Weekday,Very Large (5000+),Essential,154461,26,489.91
2024-09-27,Food & Dining,342,UPI,Cafe coffee,September,9,Friday,0,39,TXN1732,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,154803,27,-83.19
2024-09-27,Utilities,1618,UPI,Mobile recharge,September,9,Friday,0,39,TXN1733,Q3 (Jul-Sep),Weekday,Medium (500-2000),Essential,156421,27,-20.46
2024-09-28,Food & Dining,2863,UPI,Cafe coffee,September,9,Saturday,1,39,TXN1735,Q3 (Jul-Sep),Weekend,Large (2000-5000),Non-Essential,159284,28,40.74
2024-09-28,Transportation,317,UPI,Petrol,September,9,Saturday,1,39,TXN1734,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,159601,28,-84.42
2024-09-29,Food & Dining,587,UPI,Swiggy delivery,September,9,Sunday,1,39,TXN1736,Q3 (Jul-Sep),Weekend,Medium (500-2000),Non-Essential,160188,29,-71.14
2024-09-29,Transportation,232,UPI,Uber ride,September,9,Sunday,1,39,TXN1737,Q3 (Jul-Sep),Weekend,Small (<500),Non-Essential,160420,29,-88.6
2024-09-30,Food & Dining,1949,Credit Card,Restaurant dinner,September,9,Monday,0,40,TXN1738,Q3 (Jul-Sep),Weekday,Medium (500-2000),Non-Essential,162369,30,-4.19
2024-09-30,Transportation,367,Debit Card,Ola cab,September,9,Monday,0,40,TXN1739,Q3 (Jul-Sep),Weekday,Small (<500),Non-Essential,162736,30,-81.96
2024-10-01,Food & Dining,310,UPI,Restaurant dinner,October,10,Tuesday,0,40,TXN1740,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,310,1,-89.25
2024-10-01,Transportation,781,Credit Card,Metro card recharge,October,10,Tuesday,0,40,TXN1741,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,1091,1,-72.92
2024-10-02,Transportation,587,UPI,Bus ticket,October,10,Wednesday,0,40,TXN1745,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,1678,2,-79.64
2024-10-02,Food & Dining,2144,UPI,Lunch with friends,October,10,Wednesday,0,40,TXN1744,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,3822,2,-25.65
2024-10-02,Entertainment,887,UPI,Amazon Prime,October,10,Wednesday,0,40,TXN1742,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,4709,2,-69.24
2024-10-02,Shopping,5494,UPI,Home decor,October,10,Wednesday,0,40,TXN1743,Q4 (Oct-Dec),Weekday,Very Large (5000+),Non-Essential,10203,2,90.53
2024-10-03,Food & Dining,1423,Debit Card,Cafe coffee,October,10,Thursday,0,40,TXN1746,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,11626,3,-50.65
2024-10-03,Transportation,436,UPI,Metro card recharge,October,10,Thursday,0,40,TXN1747,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,12062,3,-84.88
2024-10-03,Health,3458,UPI,Gym membership,October,10,Thursday,0,40,TXN1748,Q4 (Oct-Dec),Weekday,Large (2000-5000),Essential,15520,3,19.92
2024-10-04,Food & Dining,1612,Net Banking,Restaurant dinner,October,10,Friday,0,40,TXN1749,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,17132,4,-44.1
2024-10-04,Shopping,615,Credit Card,Home decor,October,10,Friday,0,40,TXN1750,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,17747,4,-78.67
2024-10-05,Food & Dining,1105,UPI,Restaurant dinner,October,10,Saturday,1,40,TXN1751,Q4 (Oct-Dec),Weekend,Medium (500-2000),Non-Essential,18852,5,-61.68
2024-10-05,Transportation,410,UPI,Auto rickshaw,October,10,Saturday,1,40,TXN1752,Q4 (Oct-Dec),Weekend,Small (<500),Non-Essential,19262,5,-85.78
2024-10-05,Shopping,12343,UPI,Flipkart order,October,10,Saturday,1,40,TXN1753,Q4 (Oct-Dec),Weekend,Very Large (5000+),Non-Essential,31605,5,328.05
2024-10-06,Food & Dining,917,UPI,Swiggy delivery,October,10,Sunday,1,40,TXN1754,Q4 (Oct-Dec),Weekend,Medium (500-2000),Non-Essential,32522,6,-68.2
2024-10-06,Transportation,650,Credit Card,Auto rickshaw,October,10,Sunday,1,40,TXN1755,Q4 (Oct-Dec),Weekend,Medium (500-2000),Non-Essential,33172,6,-77.46
2024-10-06,Shopping,8172,Cash,Flipkart order,October,10,Sunday,1,40,TXN1756,Q4 (Oct-Dec),Weekend,Very Large (5000+),Non-Essential,41344,6,183.4
2024-10-07,Food & Dining,1198,Debit Card,Street food,October,10,Monday,0,41,TXN1759,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,42542,7,-58.45
2024-10-07,Shopping,6236,Credit Card,Amazon purchase,October,10,Monday,0,41,TXN1760,Q4 (Oct-Dec),Weekday,Very Large (5000+),Non-Essential,48778,7,116.26
2024-10-07,Education,3659,Credit Card,Workshop,October,10,Monday,0,41,TXN1757,Q4 (Oct-Dec),Weekday,Large (2000-5000),Essential,52437,7,26.89
2024-10-07,Groceries,3925,Cash,BigBasket order,October,10,Monday,0,41,TXN1758,Q4 (Oct-Dec),Weekday,Large (2000-5000),Essential,56362,7,36.12
2024-10-08,Food & Dining,2372,UPI,Restaurant dinner,October,10,Tuesday,0,41,TXN1761,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,58734,8,-17.74
2024-10-08,Utilities,1301,UPI,Internet bill,October,10,Tuesday,0,41,TXN1762,Q4 (Oct-Dec),Weekday,Medium (500-2000),Essential,60035,8,-54.88
2024-10-09,Food & Dining,2360,Credit Card,Street food,October,10,Wednesday,0,41,TXN1763,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,62395,9,-18.16
2024-10-09,Transportation,128,Debit Card,Bus ticket,October,10,Wednesday,0,41,TXN1764,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,62523,9,-95.56
2024-10-09,Shopping,3309,Credit Card,Electronics,October,10,Wednesday,0,41,TXN1765,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,65832,9,14.76
2024-10-10,Entertainment,2779,Debit Card,Amazon Prime,October,10,Thursday,0,41,TXN1769,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,68611,10,-3.62
2024-10-10,Groceries,1981,Credit Card,Supermarket,October,10,Thursday,0,41,TXN1766,Q4 (Oct-Dec),Weekday,Medium (500-2000),Essential,70592,10,-31.3
2024-10-10,Transportation,523,UPI,Metro card recharge,October,10,Thursday,0,41,TXN1767,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,71115,10,-81.86
2024-10-10,Shopping,7965,UPI,Clothes shopping,October,10,Thursday,0,41,TXN1768,Q4 (Oct-Dec),Weekday,Very Large (5000+),Non-Essential,79080,10,176.22
2024-10-11,Food & Dining,658,Cash,Street food,October,10,Friday,0,41,TXN1770,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,79738,11,-77.18
2024-10-12,Shopping,8857,Cash,Home decor,October,10,Saturday,1,41,TXN1772,Q4 (Oct-Dec),Weekend,Very Large (5000+),Non-Essential,88595,12,207.16
2024-10-12,Entertainment,3640,Net Banking,Spotify premium,October,10,Saturday,1,41,TXN1771,Q4 (Oct-Dec),Weekend,Large (2000-5000),Non-Essential,92235,12,26.23
2024-10-13,Transportation,322,Debit Card,Petrol,October,10,Sunday,1,41,TXN1773,Q4 (Oct-Dec),Weekend,Small (<500),Non-Essential,92557,13,-88.83
2024-10-14,Food & Dining,1304,Credit Card,Lunch with friends,October,10,Monday,0,42,TXN1778,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,93861,14,-54.78
2024-10-14,Transportation,389,Debit Card,Auto rickshaw,October,10,Monday,0,42,TXN1777,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,94250,14,-86.51
2024-10-14,Shopping,6854,UPI,Home decor,October,10,Monday,0,42,TXN1776,Q4 (Oct-Dec),Weekday,Very Large (5000+),Non-Essential,101104,14,137.7
2024-10-14,Entertainment,2782,UPI,Gaming,October,10,Monday,0,42,TXN1775,Q4 (Oct-Dec),Weekday,Large (2000-5000),Non-Essential,103886,14,-3.52
2024-10-14,Groceries,4140,UPI,Blinkit delivery,October,10,Monday,0,42,TXN1774,Q4 (Oct-Dec),Weekday,Large (2000-5000),Essential,108026,14,43.57
2024-10-15,Transportation,383,Credit Card,Metro card recharge,October,10,Tuesday,0,42,TXN1779,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,108409,15,-86.72
2024-10-15,Entertainment,745,Credit Card,Netflix subscription,October,10,Tuesday,0,42,TXN1780,Q4 (Oct-Dec),Weekday,Medium (500-2000),Non-Essential,109154,15,-74.16
2024-10-15,Groceries,4072,Credit Card,Supermarket,October,10,Tuesday,0,42,TXN1781,Q4 (Oct-Dec),Weekday,Large (2000-5000),Essential,113226,15,41.22
2024-10-16,Food & Dining,425,Debit Card,Street food,October,10,Wednesday,0,42,TXN1782,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,113651,16,-85.26
2024-10-16,Transportation,258,Credit Card,Metro card recharge,October,10,Wednesday,0,42,TXN1783,Q4 (Oct-Dec),Weekday,Small (<500),Non-Essential,113909,16,-91.05
